time,open,high,low,close,MA,MA,MA,Volume,Volume MA,%R
2019-12-10T20:00:00Z,1.1095599999999999,1.10967,1.10917,1.10957,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-10T21:00:00Z,1.10957,1.10967,1.10921,1.10922,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-10T22:00:00Z,1.10922,1.10936,1.10865,1.10934,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-10T23:00:00Z,1.10934,1.10959,1.10913,1.10924,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-11T00:00:00Z,1.10924,1.10937,1.10902,1.10917,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-11T01:00:00Z,1.10917,1.10959,1.10908,1.10953,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-11T02:00:00Z,1.10953,1.10955,1.10913,1.1093,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-11T03:00:00Z,1.1093,1.1094,1.10915,1.10925,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-11T04:00:00Z,1.10925,1.10926,1.10894,1.10897,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-11T05:00:00Z,1.10897,1.1091,1.10881,1.10893,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-11T06:00:00Z,1.10893,1.10901,1.10857,1.10863,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-11T07:00:00Z,1.10863,1.10874,1.10827,1.1084,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-11T08:00:00Z,1.1084,1.10855,1.10794,1.10843,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-11T09:00:00Z,1.10843,1.10871,1.1082,1.10837,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-11T10:00:00Z,1.10837,1.1087,1.10785,1.10822,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-11T11:00:00Z,1.10822,1.10852,1.10796,1.1082,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-11T12:00:00Z,1.1082,1.1082,1.10702,1.10724,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-11T13:00:00Z,1.10724,1.10906,1.10724,1.10854,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-11T14:00:00Z,1.10854,1.10975,1.10854,1.10909,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-11T15:00:00Z,1.10909,1.10949,1.1083,1.10843,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-11T16:00:00Z,1.10843,1.10959,1.10843,1.1091199999999999,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-11T17:00:00Z,1.1091199999999999,1.1096,1.10898,1.10924,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-11T18:00:00Z,1.10924,1.11021,1.10904,1.10974,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-11T19:00:00Z,1.10974,1.11415,1.1088,1.11394,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-11T20:00:00Z,1.11394,1.11448,1.11336,1.11388,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-11T21:00:00Z,1.11388,1.11394,1.11283,1.11294,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-11T22:00:00Z,1.11294,1.11352,1.1128,1.11329,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-11T23:00:00Z,1.11329,1.11341,1.11315,1.11326,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-12T00:00:00Z,1.11326,1.11379,1.11316,1.11379,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-12T01:00:00Z,1.11379,1.11402,1.1135599999999999,1.11399,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-12T02:00:00Z,1.11399,1.11442,1.1137299999999999,1.11442,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-12T03:00:00Z,1.11442,1.11442,1.11418,1.11435,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-12T04:00:00Z,1.11435,1.11439,1.11416,1.11419,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-12T05:00:00Z,1.11419,1.1144,1.11399,1.11399,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-12T06:00:00Z,1.11399,1.11407,1.11361,1.11364,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-12T07:00:00Z,1.11364,1.11418,1.11362,1.11377,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-12T08:00:00Z,1.11377,1.11393,1.11321,1.11357,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-12T09:00:00Z,1.11357,1.11357,1.11247,1.11275,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-12T10:00:00Z,1.11275,1.11332,1.11266,1.11288,NaN,NaN,NaN,NaN,NaN,NaN
2019-12-12T11:00:00Z,1.11288,1.11361,1.11271,1.11323,NaN,NaN,NaN,NaN,NaN,NaN
