time,open,high,low,close,MA,MA,MA,Volume,Volume MA,%R
2020-09-25T12:00:00Z,1.1631,1.1643999999999999,1.16286,1.16368,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-25T13:00:00Z,1.16368,1.16395,1.16254,1.16343,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-25T14:00:00Z,1.16343,1.16356,1.16143,1.16187,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-25T15:00:00Z,1.16187,1.16235,1.16121,1.16176,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-25T16:00:00Z,1.16176,1.16262,1.16148,1.16194,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-25T17:00:00Z,1.16194,1.16277,1.16154,1.1626,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-25T18:00:00Z,1.1626,1.16296,1.16216,1.16222,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-25T19:00:00Z,1.16222,1.16354,1.1622,1.16261,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-25T20:00:00Z,1.16261,1.16326,1.1624,1.16279,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-27T21:00:00Z,1.16229,1.1628,1.16197,1.16265,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-27T22:00:00Z,1.16265,1.1637899999999999,1.16264,1.16327,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-27T23:00:00Z,1.16327,1.16358,1.16301,1.16342,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-28T00:00:00Z,1.16342,1.16354,1.16151,1.16164,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-28T01:00:00Z,1.16164,1.16315,1.16164,1.163,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-28T02:00:00Z,1.163,1.16376,1.16285,1.16346,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-28T03:00:00Z,1.16346,1.16378,1.1633499999999999,1.16356,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-28T04:00:00Z,1.16356,1.16403,1.16312,1.16312,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-28T05:00:00Z,1.16312,1.16372,1.1626,1.1629,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-28T06:00:00Z,1.1629,1.1637,1.16251,1.16267,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-28T07:00:00Z,1.16267,1.16347,1.16227,1.16294,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-28T08:00:00Z,1.16294,1.1645699999999999,1.16255,1.16409,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-28T09:00:00Z,1.16409,1.16497,1.16375,1.16461,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-28T10:00:00Z,1.16461,1.1665699999999999,1.16442,1.16598,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-28T11:00:00Z,1.16598,1.16767,1.1654,1.16751,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-28T12:00:00Z,1.16751,1.16778,1.16623,1.16631,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-28T13:00:00Z,1.16631,1.168,1.16623,1.1670099999999999,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-28T14:00:00Z,1.1670099999999999,1.16725,1.16427,1.16432,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-28T15:00:00Z,1.16432,1.16612,1.16422,1.16602,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-28T16:00:00Z,1.16602,1.16603,1.16515,1.16558,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-28T17:00:00Z,1.16558,1.16663,1.16538,1.16643,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-28T18:00:00Z,1.16643,1.16688,1.16615,1.1663999999999999,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-28T19:00:00Z,1.1663999999999999,1.16702,1.1661,1.16699,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-28T20:00:00Z,1.16699,1.16714,1.1661,1.16639,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-28T21:00:00Z,1.16639,1.1666,1.16608,1.16636,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-28T22:00:00Z,1.16636,1.16691,1.16626,1.16689,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-28T23:00:00Z,1.16689,1.16794,1.1667399999999999,1.1677,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-29T00:00:00Z,1.1677,1.16837,1.16751,1.16769,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-29T01:00:00Z,1.16769,1.1679,1.16671,1.16686,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-29T02:00:00Z,1.16686,1.16749,1.16677,1.16707,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-29T03:00:00Z,1.16707,1.16767,1.16707,1.16747,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-29T04:00:00Z,1.16747,1.16764,1.16714,1.1676199999999999,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-29T05:00:00Z,1.1676199999999999,1.16792,1.1669,1.16714,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-29T06:00:00Z,1.16714,1.16824,1.16651,1.168,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-29T07:00:00Z,1.168,1.16841,1.16668,1.16812,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-29T08:00:00Z,1.16812,1.16864,1.16656,1.16833,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-29T09:00:00Z,1.16833,1.16975,1.16808,1.16931,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-29T10:00:00Z,1.16931,1.16984,1.16816,1.16984,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-29T11:00:00Z,1.16984,1.1714499999999999,1.16955,1.17079,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-29T12:00:00Z,1.17079,1.17103,1.16931,1.17033,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-29T13:00:00Z,1.17033,1.17275,1.1695,1.17242,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-29T14:00:00Z,1.17242,1.1743999999999999,1.17219,1.1731,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-29T15:00:00Z,1.1731,1.1742,1.17159,1.17164,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-29T16:00:00Z,1.17164,1.17421,1.17097,1.17377,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-29T17:00:00Z,1.17377,1.17427,1.1732,1.17413,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-29T18:00:00Z,1.17413,1.17455,1.17366,1.17369,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-29T19:00:00Z,1.17369,1.17442,1.17357,1.17397,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-29T20:00:00Z,1.17397,1.17448,1.1736199999999999,1.17425,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-29T21:00:00Z,1.17425,1.17433,1.17364,1.1739,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-29T22:00:00Z,1.1739,1.1745,1.17388,1.17445,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-29T23:00:00Z,1.17445,1.17458,1.17408,1.17416,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-30T00:00:00Z,1.17416,1.17486,1.17361,1.17379,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-30T01:00:00Z,1.17379,1.17499,1.17364,1.17455,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-30T02:00:00Z,1.17455,1.1755,1.17414,1.17457,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-30T03:00:00Z,1.17457,1.17463,1.17278,1.17293,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-30T04:00:00Z,1.17293,1.1737,1.17288,1.17343,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-30T05:00:00Z,1.17343,1.1738,1.17289,1.17322,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-30T06:00:00Z,1.17322,1.1736,1.17226,1.17341,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-30T07:00:00Z,1.17341,1.17428,1.17204,1.17329,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-30T08:00:00Z,1.17329,1.17376,1.17062,1.17096,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-30T09:00:00Z,1.17096,1.17108,1.1694,1.17087,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-30T10:00:00Z,1.17087,1.1719,1.16957,1.17102,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-30T11:00:00Z,1.17102,1.17138,1.17049,1.1707,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-30T12:00:00Z,1.1707,1.17186,1.16987,1.17096,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-30T13:00:00Z,1.17096,1.17157,1.16843,1.1696,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-30T14:00:00Z,1.1696,1.17409,1.16947,1.17283,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-30T15:00:00Z,1.17283,1.17516,1.17217,1.17221,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-30T16:00:00Z,1.17221,1.1725,1.17058,1.17215,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-30T17:00:00Z,1.17215,1.17283,1.17099,1.1723999999999999,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-30T18:00:00Z,1.1723999999999999,1.17271,1.17129,1.17166,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-30T19:00:00Z,1.17166,1.17274,1.17111,1.17227,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-30T20:00:00Z,1.17227,1.17275,1.17191,1.17191,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-30T21:00:00Z,1.17191,1.17262,1.17167,1.17229,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-30T22:00:00Z,1.17229,1.17312,1.17213,1.17303,NaN,NaN,NaN,NaN,NaN,NaN
2020-09-30T23:00:00Z,1.17303,1.17319,1.17227,1.17232,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-01T00:00:00Z,1.17232,1.17279,1.17171,1.17182,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-01T01:00:00Z,1.17182,1.17436,1.17178,1.17341,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-01T02:00:00Z,1.17341,1.17424,1.17331,1.17407,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-01T03:00:00Z,1.17407,1.17475,1.17388,1.17436,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-01T04:00:00Z,1.17436,1.17485,1.17401,1.17472,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-01T05:00:00Z,1.17472,1.17512,1.1742299999999999,1.17476,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-01T06:00:00Z,1.17476,1.17578,1.1743999999999999,1.17533,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-01T07:00:00Z,1.17533,1.17574,1.17231,1.17363,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-01T08:00:00Z,1.17363,1.17427,1.17222,1.17246,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-01T09:00:00Z,1.17246,1.17492,1.17236,1.17479,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-01T10:00:00Z,1.17479,1.17508,1.17371,1.17432,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-01T11:00:00Z,1.17432,1.17696,1.17412,1.17631,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-01T12:00:00Z,1.17631,1.17675,1.1751,1.1754499999999999,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-01T13:00:00Z,1.1754499999999999,1.17593,1.17312,1.17382,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-01T14:00:00Z,1.17382,1.17462,1.17209,1.17364,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-01T15:00:00Z,1.17364,1.17559,1.17338,1.17514,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-01T16:00:00Z,1.17514,1.17529,1.17382,1.17448,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-01T17:00:00Z,1.17448,1.17461,1.17387,1.17409,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-01T18:00:00Z,1.17409,1.17472,1.1735,1.17461,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-01T19:00:00Z,1.17461,1.175,1.17416,1.17495,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-01T20:00:00Z,1.17495,1.17508,1.17436,1.17442,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-01T21:00:00Z,1.17442,1.17487,1.17398,1.17425,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-01T22:00:00Z,1.17425,1.17478,1.17422,1.17447,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-01T23:00:00Z,1.17447,1.1745,1.1743,1.1743999999999999,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-02T00:00:00Z,1.1743999999999999,1.17446,1.17337,1.17348,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-02T01:00:00Z,1.17348,1.1737,1.1730099999999999,1.17316,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-02T02:00:00Z,1.17316,1.17333,1.17139,1.17198,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-02T03:00:00Z,1.17198,1.17216,1.1716,1.17161,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-02T04:00:00Z,1.17161,1.1717899999999999,1.17031,1.17059,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-02T05:00:00Z,1.17059,1.17322,1.16958,1.17221,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-02T06:00:00Z,1.17221,1.1738899999999999,1.17197,1.17373,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-02T07:00:00Z,1.17373,1.17416,1.17156,1.17232,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-02T08:00:00Z,1.17232,1.17316,1.17115,1.17137,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-02T09:00:00Z,1.17137,1.1726,1.17087,1.1719,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-02T10:00:00Z,1.1719,1.17241,1.17103,1.17127,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-02T11:00:00Z,1.17127,1.17248,1.1702299999999999,1.1723999999999999,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-02T12:00:00Z,1.1723999999999999,1.17337,1.16985,1.17083,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-02T13:00:00Z,1.17083,1.17216,1.16994,1.17125,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-02T14:00:00Z,1.17125,1.17245,1.17047,1.17141,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-02T15:00:00Z,1.17141,1.17212,1.17052,1.17056,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-02T16:00:00Z,1.17056,1.17221,1.17016,1.17178,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-02T17:00:00Z,1.17178,1.17214,1.17132,1.17138,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-02T18:00:00Z,1.17138,1.17194,1.17117,1.17123,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-02T19:00:00Z,1.17123,1.17163,1.17096,1.17117,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-02T20:00:00Z,1.17117,1.17168,1.17104,1.17138,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-04T21:00:00Z,1.17115,1.17154,1.1706,1.17112,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-04T22:00:00Z,1.17112,1.17174,1.17088,1.17149,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-04T23:00:00Z,1.17149,1.172,1.17129,1.17195,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-05T00:00:00Z,1.17195,1.17289,1.17177,1.17251,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-05T01:00:00Z,1.17251,1.17358,1.17213,1.1734,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-05T02:00:00Z,1.1734,1.17352,1.17298,1.17321,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-05T03:00:00Z,1.17321,1.17341,1.17273,1.17283,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-05T04:00:00Z,1.17283,1.17335,1.1726699999999999,1.17321,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-05T05:00:00Z,1.17321,1.17355,1.1730099999999999,1.17344,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-05T06:00:00Z,1.17344,1.1734499999999999,1.1721,1.17246,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-05T07:00:00Z,1.17246,1.17383,1.17198,1.17324,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-05T08:00:00Z,1.17324,1.17498,1.1732,1.17494,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-05T09:00:00Z,1.17494,1.17595,1.17469,1.1757,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-05T10:00:00Z,1.1757,1.17578,1.17474,1.17527,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-05T11:00:00Z,1.17527,1.17694,1.17463,1.17649,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-05T12:00:00Z,1.17649,1.1769,1.17569,1.1764,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-05T13:00:00Z,1.1764,1.17916,1.1764,1.17865,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-05T14:00:00Z,1.17865,1.17976,1.17791,1.17896,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-05T15:00:00Z,1.17896,1.17925,1.1782,1.17844,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-05T16:00:00Z,1.17844,1.17893,1.17825,1.17865,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-05T17:00:00Z,1.17865,1.1786699999999999,1.17759,1.17767,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-05T18:00:00Z,1.17767,1.17787,1.17714,1.1775,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-05T19:00:00Z,1.1775,1.17844,1.17749,1.17838,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-05T20:00:00Z,1.17838,1.17878,1.17762,1.1781,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-05T21:00:00Z,1.1781,1.17844,1.17779,1.17809,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-05T22:00:00Z,1.17809,1.17883,1.17804,1.17875,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-05T23:00:00Z,1.17875,1.17902,1.17836,1.1789,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-06T00:00:00Z,1.1789,1.17931,1.17863,1.17908,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-06T01:00:00Z,1.17908,1.17929,1.1786,1.17865,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-06T02:00:00Z,1.17865,1.17912,1.1786,1.1791099999999999,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-06T03:00:00Z,1.1791099999999999,1.17986,1.17887,1.17924,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-06T04:00:00Z,1.17924,1.17942,1.1788,1.1788399999999999,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-06T05:00:00Z,1.1788399999999999,1.17923,1.17857,1.17862,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-06T06:00:00Z,1.17862,1.17898,1.17776,1.17847,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-06T07:00:00Z,1.17847,1.18001,1.1774499999999999,1.17767,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-06T08:00:00Z,1.17767,1.17792,1.17653,1.17776,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-06T09:00:00Z,1.17776,1.17862,1.17731,1.17798,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-06T10:00:00Z,1.17798,1.17888,1.17754,1.17782,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-06T11:00:00Z,1.17782,1.17981,1.17749,1.17959,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-06T12:00:00Z,1.17959,1.18078,1.17874,1.17914,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-06T13:00:00Z,1.17914,1.18027,1.17781,1.17799,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-06T14:00:00Z,1.17799,1.17951,1.17796,1.1791099999999999,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-06T15:00:00Z,1.1791099999999999,1.17943,1.17762,1.17777,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-06T16:00:00Z,1.17777,1.17828,1.17727,1.17809,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-06T17:00:00Z,1.17809,1.17815,1.17723,1.17787,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-06T18:00:00Z,1.17787,1.17903,1.17354,1.17556,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-06T19:00:00Z,1.17556,1.17604,1.17357,1.17502,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-06T20:00:00Z,1.17502,1.1753,1.17318,1.17334,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-06T21:00:00Z,1.17334,1.17359,1.173,1.17333,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-06T22:00:00Z,1.17333,1.17379,1.1730099999999999,1.17341,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-06T23:00:00Z,1.17341,1.17376,1.17325,1.17372,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-07T00:00:00Z,1.17372,1.17407,1.17308,1.17354,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-07T01:00:00Z,1.17354,1.17355,1.17251,1.1728399999999999,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-07T02:00:00Z,1.1728399999999999,1.17343,1.1725,1.17314,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-07T03:00:00Z,1.17314,1.17319,1.17272,1.1728399999999999,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-07T04:00:00Z,1.1728399999999999,1.1735,1.17276,1.17338,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-07T05:00:00Z,1.17338,1.17412,1.17297,1.17383,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-07T06:00:00Z,1.17383,1.17553,1.17349,1.17549,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-07T07:00:00Z,1.17549,1.17671,1.1752,1.1766699999999999,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-07T08:00:00Z,1.1766699999999999,1.17672,1.17499,1.17578,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-07T09:00:00Z,1.17578,1.1764999999999999,1.17518,1.17598,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-07T10:00:00Z,1.17598,1.17636,1.17491,1.17588,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-07T11:00:00Z,1.17588,1.1777,1.17587,1.17737,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-07T12:00:00Z,1.17737,1.1782,1.17647,1.17785,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-07T13:00:00Z,1.17785,1.17792,1.17613,1.17617,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-07T14:00:00Z,1.17617,1.17697,1.17579,1.17614,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-07T15:00:00Z,1.17614,1.17734,1.17597,1.1766699999999999,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-07T16:00:00Z,1.1766699999999999,1.1774,1.17639,1.17716,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-07T17:00:00Z,1.17716,1.17751,1.17663,1.17664,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-07T18:00:00Z,1.17664,1.17738,1.17615,1.17673,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-07T19:00:00Z,1.17673,1.17694,1.17605,1.17605,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-07T20:00:00Z,1.17605,1.17659,1.17601,1.17602,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-07T21:00:00Z,1.17602,1.17653,1.17586,1.1762299999999999,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-07T22:00:00Z,1.1762299999999999,1.17705,1.1762299999999999,1.17682,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-07T23:00:00Z,1.17682,1.17695,1.17652,1.17657,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-08T00:00:00Z,1.17657,1.17688,1.17613,1.17651,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-08T01:00:00Z,1.17651,1.17692,1.17596,1.17663,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-08T02:00:00Z,1.17663,1.17719,1.17615,1.17709,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-08T03:00:00Z,1.17709,1.17719,1.17676,1.17702,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-08T04:00:00Z,1.17702,1.17707,1.17673,1.17687,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-08T05:00:00Z,1.17687,1.17763,1.17681,1.17748,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-08T06:00:00Z,1.17748,1.17818,1.17703,1.17784,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-08T07:00:00Z,1.17784,1.17791,1.17622,1.17663,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-08T08:00:00Z,1.17663,1.17678,1.17558,1.1760599999999999,NaN,NaN,NaN,NaN,NaN,NaN
2020-10-08T09:00:00Z,1.1760599999999999,1.17677,1.17529,1.17587,NaN,NaN,NaN,NaN,NaN,NaN
